,OBJECTID,FeatureKey,LayerKey,DistributionType,LayerGroupKey,LayerName,MetadataKey,PortalUrl,ObjectReferences,SpeciesDepthMaximum,Alert,SpeciesCode,AccuracyExplanation,SpeciesCommonName,ScientificContact,SpeciesScientificName,ObjectSecurity,SpeciesMaoriName,TemporalExtent,Keywords,ObjectName,PositionalAccuracy,AlertWarning,EndangeredStatus,SpeciesDepthMinimum,SpeciesGroup,HabitatType,LayerIdentifier,SHAPE.STArea(),SHAPE.STLength()
0,333,423,917,3,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,Chatham Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0051_1,28928375647.625,623755.1325310168
0,401,422,917,3,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,New Zealand,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0051_1,346756977504.4551,9596090.136179358
0,433,424,917,3,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,Auckland Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0051_1,28112594969.583984,691045.0274285243
0,967,127,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,Chatham Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,8493713641.841797,572726.6746225893
0,1061,1402,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,Canterbury,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,36274702578.54883,1016617.6137085501
0,1175,421,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,Southland,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,3378660943.7109375,216178.6472523202
0,1204,1403,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,East Coast,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,9905081225.11914,618642.4088941673
0,1209,1401,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,Southland,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,44919289227.38867,985100.6580611073
0,1263,1323,916,1,4488,Barracouta - Annual Juvenile Distribution,458,https://mpi.maps.arcgis.com/home/item.html?id=a129136a7fa346dbace98f4cd3bc256f,,600 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,Hotspot,West Coast,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0050_1,43236351454.896484,1800237.6863406631
0,72,1444,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,4656151426.7109375,318961.5640517678
0,167,1447,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,1065989243.0195312,123862.31467076433
0,238,1442,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,7441036278.646484,526007.1143663822
0,246,1445,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,3768565842.845703,345439.3384285042
0,509,1437,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,24587879077.039062,1319711.3197018686
0,542,1441,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,11057819116.664062,657105.8149297361
0,736,1439,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,14816678280.335938,758160.1460704566
0,791,1443,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,4221915665.689453,240826.83746289386
0,813,1438,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,29165339165.83789,1479993.8156117257
0,848,1446,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,1984940404.9082031,270642.9946273392
0,851,1440,918,3,3985,Barracouta - Annual Spawning Distribution,481,https://mpi.maps.arcgis.com/home/item.html?id=9d4df10ae10646568b4cea8785f6321d,,500 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Annual,100%,,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ0061_2,27748612452.304688,1452975.3912221876
0,3,301,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Hawke Bay,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,6555976623.933594,309266.0712460826
0,194,1102,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Kaipara to Manukau,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,1743470223.9960938,156073.43996367537
0,195,671,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Bay of Plenty,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,5304571541.603516,275444.28715338244
0,260,1348,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Taranaki,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,16518140127.701172,749706.9078716824
0,261,1103,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,South Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,107446107850.29688,2980450.1521069
0,295,959,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Chatham Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,5167490603.324219,287014.49291914335
0,350,800,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Tasman Bay,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,5002280908.505859,306227.7421340785
0,428,487,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Haukari Gulf,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,5634316211.443359,343094.0090081194
0,465,1349,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Auckland Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,17891095206.76367,591664.3338497297
0,496,1313,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,West Coast,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,26970702167.48242,1128190.2927272078
0,536,154,1074,3,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,100%,Chatham Rise,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1431_1,9873480263.3125,411045.72162596835
0,920,1101,1073,1,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,Hotspot,Chatham Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1430_1,5167490603.324219,287014.49291914335
0,979,956,1073,1,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,Hotspot,Tasman Bay,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1430_1,5002280908.505859,306227.7421340785
0,1050,799,1073,1,4489,Barracouta - Autumn Juvenile Distribution,478,https://mpi.maps.arcgis.com/home/item.html?id=fb79803022924a1ea714e543aae9b60b,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Autumn,Hotspot,Auckland Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1430_1,18501750468.851562,696975.4048814847
0,47,981,1078,3,4490,Barracouta - Spring Juvenile Distribution,558,https://mpi.maps.arcgis.com/home/item.html?id=b2b1cdfc6b5d4a5e95fbc65bbd057f04,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Spring,100%,North Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1291_1,78947392891.51367,2425443.2233532504
0,103,982,1078,3,4490,Barracouta - Spring Juvenile Distribution,558,https://mpi.maps.arcgis.com/home/item.html?id=b2b1cdfc6b5d4a5e95fbc65bbd057f04,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Spring,100%,Chatham Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1291_1,28928375647.625,623755.1325310168
0,104,156,1078,3,4490,Barracouta - Spring Juvenile Distribution,558,https://mpi.maps.arcgis.com/home/item.html?id=b2b1cdfc6b5d4a5e95fbc65bbd057f04,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Spring,100%,Haukari Gulf,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1291_1,7990893521.068359,406440.66868430073
0,271,157,1078,3,4490,Barracouta - Spring Juvenile Distribution,558,https://mpi.maps.arcgis.com/home/item.html?id=b2b1cdfc6b5d4a5e95fbc65bbd057f04,,400 m,N,BAR,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Barracouta,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Thyrsites atun (Euphrasen, 1791)",None,Maka,Spring,100%,South Island,100 km,None,Not listed,0 m,Barracouta,Demersal inshore,FSJ1291_1,133062097109.47656,3367849.7062240182
